"시도교육청","교육지원청","지역","정보공시 학교코드","학교명","학교급코드","설립구분","제외여부","제외사유","1학년 학급수","1학년 학생수","1학년 학급당 학생수","2학년 학급수","2학년 학생수","2학년 학급당 학생수","3학년 학급수","3학년 학생수","3학년 학급당 학생수","특수학급 학급수","특수학급 학생수","특수학급 학급당 학생수","순회학급 학급수","순회학급 학생수","순회학급 학급당 학생수","학급수(계)","학생수(계)","학급당 학생수(계)","교사수","수업교원 1인당 학생수"
"경기도교육청","경기도교육청","경기도 가평군","S090000445","가평고등학교","04","공립","N","","8","201","25.1","8","182","22.8","8","188","23.5","2","11","5.5","0","0","0","26","582","22.4","51","11.4"
"경기도교육청","경기도교육청","경기도 수원시 장안구","S090000447","경기과학고등학교","04","공립","N","","8","127","15.9","8","128","16","8","123","15.4","0","0","0","0","0","0","24","378","15.8","72","5.3"
"경기도교육청","경기도교육청","경기도 수원시 권선구","S090000448","경기대명고등학교","04","공립","N","","2","22","11","2","26","13","2","22","11","0","0","0","0","0","0","6","70","11.7","24","2.9"
"경기도교육청","경기도교육청","경기도 수원시 장안구","S090000449","경기체육고등학교","04","공립","N","","3","90","30","3","79","26.3","3","74","24.7","0","0","0","0","0","0","9","243","27","30","8.1"
"경기도교육청","경기도교육청","경기도 이천시","S090000450","이천세무고등학교","04","공립","N","","2","48","24","2","48","24","2","48","24","0","0","0","0","0","0","6","144","24","15","9.6"
"경기도교육청","경기도교육청","경기도 의정부시","S090000451","경민고등학교","04","사립","N","","10","278","27.8","10","242","24.2","10","192","19.2","0","0","0","0","0","0","30","712","23.7","59","12.1"
"경기도교육청","경기도교육청","경기도 의정부시","S090000453","경민비즈니스고등학교","04","사립","N","","9","168","18.7","8","133","16.6","9","142","15.8","0","0","0","0","0","0","26","443","17","54","8.2"
"경기도교육청","경기도교육청","경기도 의정부시","S090000455","경민IT고등학교","04","사립","N","","8","191","23.9","8","170","21.3","8","177","22.1","0","0","0","0","0","0","24","538","22.4","54","10"
"경기도교육청","경기도교육청","경기도 안산시 단원구","S090000457","경안고등학교","04","사립","N","","13","339","26.1","13","310","23.8","13","298","22.9","0","0","0","0","0","0","39","947","24.3","75","12.6"
"경기도교육청","경기도교육청","경기도 안산시 단원구","S090000458","경일관광경영고등학교","04","사립","N","","12","280","23.3","12","214","17.8","12","235","19.6","0","0","0","0","0","0","36","729","20.3","77","9.5"
"경기도교육청","경기도교육청","경기도 광주시","S090000460","경화여자고등학교","04","사립","N","","12","371","30.9","12","272","22.7","11","268","24.4","0","0","0","0","0","0","35","911","26","68","13.4"
"경기도교육청","경기도교육청","경기도 부천시 원미구","S090000463","계남고등학교","04","공립","N","","9","255","28.3","9","219","24.3","9","210","23.3","2","10","5","0","0","0","29","694","23.9","56","12.4"
"경기도교육청","경기도교육청","경기도 성남시 분당구","S090000466","계원예술고등학교","04","사립","N","","8","324","40.5","8","324","40.5","8","318","39.8","0","0","0","0","0","0","24","966","40.3","44","22"
"경기도교육청","경기도교육청","경기도 고양시 일산서구","S090000468","백송고등학교","04","사립","N","","5","136","27.2","5","119","23.8","5","111","22.2","0","0","0","0","0","0","15","366","24.4","29","12.6"
"경기도교육청","경기도교육청","경기도 고양시 덕양구","S090000469","고양외국어고등학교","04","사립","N","","10","244","24.4","10","210","21","10","233","23.3","0","0","0","0","0","0","30","687","22.9","55","12.5"
"경기도교육청","경기도교육청","경기도 고양시 덕양구","S090000470","고양고등학교","04","공립","N","","8","187","23.4","8","166","20.8","8","146","18.3","1","9","9","0","0","0","25","508","20.3","59","8.6"
"경기도교육청","경기도교육청","경기도 안산시 단원구","S090000471","고잔고등학교","04","공립","N","","12","320","26.7","11","267","24.3","12","285","23.8","2","14","7","0","0","0","37","886","23.9","71","12.5"
"경기도교육청","경기도교육청","경기도 과천시","S090000472","과천고등학교","04","공립","N","","8","187","23.4","8","199","24.9","7","170","24.3","2","12","6","0","0","0","25","568","22.7","48","11.8"
"경기도교육청","경기도교육청","경기도 과천시","S090000473","과천여자고등학교","04","사립","N","","6","111","18.5","6","92","15.3","6","121","20.2","0","0","0","0","0","0","18","324","18","39","8.3"
"경기도교육청","경기도교육청","경기도 과천시","S090000474","과천외국어고등학교","04","사립","N","","10","227","22.7","10","194","19.4","10","202","20.2","0","0","0","0","0","0","30","623","20.8","57","10.9"
"경기도교육청","경기도교육청","경기도 과천시","S090000475","과천중앙고등학교","04","공립","N","","8","176","22","8","178","22.3","7","161","23","1","5","5","0","0","0","24","520","21.7","46","11.3"
"경기도교육청","경기도교육청","경기도 안양시 동안구","S090000476","경기게임마이스터고등학교","04","공립","N","","4","82","20.5","4","71","17.8","4","66","16.5","1","3","3","0","0","0","13","222","17.1","27","8.2"
"경기도교육청","경기도교육청","경기도 안양시 동안구","S090000477","관양고등학교","04","공립","N","","12","325","27.1","12","324","27","12","279","23.3","1","5","5","0","0","0","37","933","25.2","71","13.1"
"경기도교육청","경기도교육청","경기도 포천시","S090000478","관인고등학교","04","공립","N","","2","26","13","2","30","15","2","33","16.5","1","1","1","0","0","0","7","90","12.9","16","5.6"
"경기도교육청","경기도교육청","경기도 남양주시","S090000479","광동고등학교","04","사립","N","","12","382","31.8","12","356","29.7","12","338","28.2","0","0","0","0","0","0","36","1076","29.9","69","15.6"
"경기도교육청","경기도교육청","경기도 의정부시","S090000480","의정부광동고등학교","04","사립","N","","9","248","27.6","9","220","24.4","9","209","23.2","0","0","0","0","0","0","27","677","25.1","55","12.3"
"경기도교육청","경기도교육청","경기도 광명시","S090000482","광명고등학교","04","공립","N","","11","306","27.8","11","303","27.5","11","264","24","2","11","5.5","0","0","0","35","884","25.3","68","13"
"경기도교육청","경기도교육청","경기도 광명시","S090000483","경기항공고등학교","04","사립","N","","4","81","20.3","4","71","17.8","4","73","18.3","0","0","0","0","0","0","12","225","18.8","26","8.7"
"경기도교육청","경기도교육청","경기도 광명시","S090000484","광명북고등학교","04","공립","N","","11","302","27.5","11","279","25.4","11","257","23.4","4","16","4","1","5","5","38","859","22.6","73","11.8"
"경기도교육청","경기도교육청","경기도 광명시","S090000487","명문고등학교","04","공립","N","","11","300","27.3","11","283","25.7","11","264","24","2","10","5","0","0","0","35","857","24.5","66","13"
"경기도교육청","경기도교육청","경기도 광명시","S090000488","창의경영고등학교","04","공립","N","","7","99","14.1","8","88","11","9","105","11.7","2","8","4","0","0","0","26","300","11.5","58","5.2"
"경기도교육청","경기도교육청","경기도 광명시","S090000489","광문고등학교","04","공립","N","","11","305","27.7","11","285","25.9","11","260","23.6","1","8","8","0","0","0","34","858","25.2","67","12.8"
"경기도교육청","경기도교육청","경기도 광주시","S090000490","광주고등학교","04","공립","N","","12","390","32.5","12","327","27.3","9","221","24.6","1","2","2","0","0","0","34","940","27.6","64","14.7"
"경기도교육청","경기도교육청","경기도 광주시","S090000492","곤지암고등학교","04","공립","N","","6","163","27.2","8","145","18.1","5","94","18.8","1","5","5","0","0","0","20","407","20.4","40","10.2"
"경기도교육청","경기도교육청","경기도 광주시","S090000493","광주중앙고등학교","04","공립","N","","14","456","32.6","14","406","29","14","363","25.9","3","22","7.3","0","0","0","45","1247","27.7","89","14"
"경기도교육청","경기도교육청","경기도 파주시","S090000494","광탄고등학교","04","사립","N","","4","103","25.8","4","94","23.5","4","89","22.3","1","2","2","0","0","0","13","288","22.2","25","11.5"
"경기도교육청","경기도교육청","경기도 구리시","S090000496","구리고등학교","04","공립","N","","9","245","27.2","8","197","24.6","8","185","23.1","0","0","0","0","0","0","25","627","25.1","48","13.1"
"경기도교육청","경기도교육청","경기도 구리시","S090000497","구리여자고등학교","04","공립","N","","8","206","25.8","8","176","22","8","176","22","1","5","5","0","0","0","25","563","22.5","50","11.3"
