"시도교육청","교육지원청","지역","정보공시 학교코드","학교명","학교급코드","설립구분","제외여부","제외사유","1학년 학급수","1학년 학생수","1학년 학급당 학생수","2학년 학급수","2학년 학생수","2학년 학급당 학생수","3학년 학급수","3학년 학생수","3학년 학급당 학생수","특수학급 학급수","특수학급 학생수","특수학급 학급당 학생수","순회학급 학급수","순회학급 학생수","순회학급 학급당 학생수","학급수(계)","학생수(계)","학급당 학생수(계)","교사수","수업교원 1인당 학생수"
"경기도교육청","경기도교육청","경기도 수원시 장안구","S090000648","수원농생명과학고등학교","04","공립","N","","10","225","22.5","10","225","22.5","10","246","24.6","3","22","7.3","0","0","0","33","718","21.8","80","9"
"경기도교육청","경기도교육청","경기도 수원시 팔달구","S090000649","수원여자고등학교","04","공립","N","","11","291","26.5","11","248","22.5","12","299","24.9","0","0","0","0","0","0","34","838","24.6","69","12.1"
"경기도교육청","경기도교육청","경기도 수원시 영통구","S090000651","수원정보과학고등학교","04","공립","N","","8","154","19.3","9","197","21.9","9","216","24","3","17","5.7","0","0","0","29","584","20.1","60","9.7"
"경기도교육청","경기도교육청","경기도 수원시 권선구","S090000653","한봄고등학교","04","사립","N","","10","239","23.9","10","229","22.9","10","237","23.7","0","0","0","0","0","0","30","705","23.5","66","10.7"
"경기도교육청","경기도교육청","경기도 수원시 장안구","S090000654","수일고등학교","04","공립","N","","11","287","26.1","11","256","23.3","12","283","23.6","0","0","0","0","0","0","34","826","24.3","68","12.1"
"경기도교육청","경기도교육청","경기도 용인시 수지구","S090000655","수지고등학교","04","공립","N","","14","424","30.3","13","373","28.7","14","411","29.4","1","9","9","0","0","0","42","1217","29","81","15"
"경기도교육청","경기도교육청","경기도 구리시","S090000656","수택고등학교","04","공립","N","","8","202","25.3","8","192","24","9","227","25.2","3","12","4","0","0","0","28","633","22.6","58","10.9"
"경기도교육청","경기도교육청","경기도 수원시 팔달구","S090000657","숙지고등학교","04","공립","N","","11","266","24.2","11","254","23.1","12","282","23.5","2","13","6.5","2","8","4","38","823","21.7","71","11.6"
"경기도교육청","경기도교육청","경기도 성남시 중원구","S090000658","숭신여자고등학교","04","사립","N","","10","209","20.9","10","187","18.7","10","203","20.3","0","0","0","0","0","0","30","599","20","58","10.3"
"경기도교육청","경기도교육청","경기도 부천시 소사구","S090000659","시온고등학교","04","사립","N","","11","277","25.2","11","271","24.6","12","291","24.3","0","0","0","0","0","0","34","839","24.7","65","12.9"
"경기도교육청","경기도교육청","경기도 시흥시","S090000660","경기스마트고등학교","04","공립","N","","9","170","18.9","9","139","15.4","8","141","17.6","2","8","4","1","5","5","29","463","16","60","7.7"
"경기도교육청","경기도교육청","경기도 용인시 기흥구","S090000661","신갈고등학교","04","사립","N","","10","308","30.8","10","293","29.3","10","296","29.6","0","0","0","0","0","0","30","897","29.9","57","15.7"
"경기도교육청","경기도교육청","경기도 안양시 만안구","S090000662","신성고등학교","04","사립","N","","12","311","25.9","12","283","23.6","12","301","25.1","0","0","0","0","0","0","36","895","24.9","68","13.2"
"경기도교육청","경기도교육청","경기도 고양시 일산서구","S090000665","신일비즈니스고등학교","04","공립","N","","9","165","18.3","8","144","18","9","144","16","1","7","7","0","0","0","27","460","17","59","7.8"
"경기도교육청","경기도교육청","경기도 평택시","S090000666","신한고등학교","04","사립","N","","10","303","30.3","10","290","29","10","306","30.6","1","7","7","0","0","0","31","906","29.2","62","14.6"
"경기도교육청","경기도교육청","경기도 동두천시","S090000667","신흥고등학교","04","사립","N","","4","109","27.3","4","96","24","4","100","25","0","0","0","0","0","0","12","305","25.4","24","12.7"
"경기도교육청","경기도교육청","경기도 남양주시","S090000669","심석고등학교","04","사립","N","","12","358","29.8","12","345","28.8","12","341","28.4","0","0","0","0","0","0","36","1044","29","68","15.4"
"경기도교육청","경기도교육청","경기도 부천시 원미구","S090000671","심원고등학교","04","공립","N","","9","222","24.7","9","219","24.3","9","226","25.1","1","7","7","0","0","0","28","674","24.1","55","12.3"
"경기도교육청","경기도교육청","경기도 안성시","S090000672","안법고등학교","04","사립","N","","8","240","30","8","210","26.3","8","224","28","0","0","0","0","0","0","24","674","28.1","47","14.3"
"경기도교육청","경기도교육청","경기도 안산시 단원구","S090000673","안산강서고등학교","04","사립","N","","12","271","22.6","13","265","20.4","13","289","22.2","0","0","0","0","0","0","38","825","21.7","73","11.3"
"경기도교육청","경기도교육청","경기도 안산시 상록구","S090000674","안산국제비즈니스고등학교","04","사립","N","","13","217","16.7","13","233","17.9","13","227","17.5","0","0","0","0","0","0","39","677","17.4","81","8.4"
"경기도교육청","경기도교육청","경기도 안산시 상록구","S090000675","안산고등학교","04","사립","N","","11","247","22.5","11","256","23.3","12","275","22.9","0","0","0","0","0","0","34","778","22.9","65","12"
"경기도교육청","경기도교육청","경기도 안산시 상록구","S090000676","안산공업고등학교","04","사립","N","","15","318","21.2","15","325","21.7","15","333","22.2","0","0","0","0","0","0","45","976","21.7","97","10.1"
"경기도교육청","경기도교육청","경기도 안산시 상록구","S090000677","안산동산고등학교","04","사립","N","","12","333","27.8","12","321","26.8","12","340","28.3","0","0","0","0","0","0","36","994","27.6","80","12.4"
"경기도교육청","경기도교육청","경기도 안산시 상록구","S090000680","안산디자인문화고등학교","04","사립","N","","12","258","21.5","12","263","21.9","13","294","22.6","0","0","0","0","0","0","37","815","22","79","10.3"
"경기도교육청","경기도교육청","경기도 안성시","S090000684","안성고등학교","04","공립","N","","7","213","30.4","7","201","28.7","7","210","30","3","18","6","0","0","0","24","642","26.8","45","14.3"
"경기도교육청","경기도교육청","경기도 안성시","S090000685","두원공업고등학교","04","사립","N","","8","187","23.4","8","192","24","8","202","25.3","0","0","0","0","0","0","24","581","24.2","51","11.4"
"경기도교육청","경기도교육청","경기도 안성시","S090000686","안성여자고등학교","04","공립","N","","6","179","29.8","6","165","27.5","6","170","28.3","3","17","5.7","0","0","0","21","531","25.3","41","13"
"경기도교육청","경기도교육청","경기도 안성시","S090000689","가온고등학교","04","사립","N","","10","280","28","10","255","25.5","10","257","25.7","0","0","0","0","0","0","30","792","26.4","59","13.4"
"경기도교육청","경기도교육청","경기도 안양시 만안구","S090000690","안양고등학교","04","공립","N","","12","296","24.7","12","284","23.7","12","291","24.3","1","5","5","0","0","0","37","876","23.7","72","12.2"
"경기도교육청","경기도교육청","경기도 안양시 만안구","S090000691","안양공업고등학교","04","공립","N","","8","124","15.5","10","125","12.5","8","98","12.3","3","19","6.3","0","0","0","29","366","12.6","70","5.2"
"경기도교육청","경기도교육청","경기도 안양시 만안구","S090000693","안양여자고등학교","04","사립","N","","8","207","25.9","8","175","21.9","8","192","24","0","0","0","0","0","0","24","574","23.9","45","12.8"
"경기도교육청","경기도교육청","경기도 안양시 만안구","S090000694","안양문화고등학교","04","사립","N","","8","143","17.9","8","142","17.8","8","154","19.3","0","0","0","0","0","0","24","439","18.3","50","8.8"
"경기도교육청","경기도교육청","경기도 안양시 만안구","S090000696","안양예술고등학교","04","사립","N","","8","286","35.8","8","309","38.6","8","309","38.6","0","0","0","0","0","0","24","904","37.7","46","19.7"
"경기도교육청","경기도교육청","경기도 안양시 만안구","S090000697","안양외국어고등학교","04","사립","N","","10","180","18","10","210","21","10","222","22.2","0","0","0","0","0","0","30","612","20.4","63","9.7"
"경기도교육청","경기도교육청","경기도 평택시","S090000699","경기물류고등학교","04","공립","N","","6","150","25","6","148","24.7","6","142","23.7","3","21","7","0","0","0","21","461","22","42","11"
"경기도교육청","경기도교육청","경기도 평택시","S090000701","안중고등학교","04","사립","N","","8","174","21.8","7","156","22.3","7","143","20.4","0","0","0","0","0","0","22","473","21.5","44","10.8"
"경기도교육청","경기도교육청","경기도 성남시 분당구","S090000702","야탑고등학교","04","사립","N","","10","265","26.5","9","215","23.9","10","256","25.6","0","0","0","0","0","0","29","736","25.4","57","12.9"
"경기도교육청","경기도교육청","경기도 김포시","S090000703","양곡고등학교","04","사립","N","","7","236","33.7","7","217","31","7","194","27.7","0","0","0","0","0","0","21","647","30.8","41","15.8"
"경기도교육청","경기도교육청","경기도 양평군","S090000704","양동고등학교","04","사립","N","","3","70","23.3","3","66","22","3","69","23","1","4","4","0","0","0","10","209","20.9","20","10.5"
"경기도교육청","경기도교육청","경기도 안양시 만안구","S090000705","양명고등학교","04","사립","N","","12","327","27.3","13","307","23.6","13","333","25.6","0","0","0","0","0","0","38","967","25.4","75","12.9"
"경기도교육청","경기도교육청","경기도 안양시 만안구","S090000706","양명여자고등학교","04","사립","N","","10","267","26.7","10","236","23.6","12","291","24.3","0","0","0","0","0","0","32","794","24.8","62","12.8"
"경기도교육청","경기도교육청","경기도 양평군","S090000707","양서고등학교","04","사립","N","","9","225","25","9","211","23.4","9","220","24.4","0","0","0","0","0","0","27","656","24.3","53","12.4"
"경기도교육청","경기도교육청","경기도 성남시 분당구","S090000708","양영디지털고등학교","04","공립","N","","8","111","13.9","8","132","16.5","9","139","15.4","0","0","0","0","0","0","25","382","15.3","52","7.3"
"경기도교육청","경기도교육청","경기도 양평군","S090000711","양일고등학교","04","사립","N","","8","202","25.3","8","214","26.8","8","225","28.1","2","18","9","0","0","0","26","659","25.3","50","13.2"
"경기도교육청","경기도교육청","경기도 안산시 단원구","S090000713","양지고등학교","04","공립","N","","11","246","22.4","11","227","20.6","12","258","21.5","1","4","4","1","4","4","36","739","20.5","67","11"
"경기도교육청","경기도교육청","경기도 양평군","S090000714","양평전자과학고등학교","04","공립","N","","4","62","15.5","4","45","11.3","4","64","16","0","0","0","0","0","0","12","171","14.3","27","6.3"
"경기도교육청","경기도교육청","경기도 양평군","S090000716","양평고등학교","04","공립","N","","7","164","23.4","7","170","24.3","7","177","25.3","3","17","5.7","1","2","2","25","530","21.2","48","11"
"경기도교육청","경기도교육청","경기도 여주시","S090000717","여강고등학교","04","사립","N","","3","81","27","3","78","26","3","82","27.3","1","1","1","0","0","0","10","242","24.2","20","12.1"
"경기도교육청","경기도교육청","경기도 여주시","S090000718","여주고등학교","04","사립","N","","6","156","26","6","148","24.7","6","158","26.3","0","0","0","0","0","0","18","462","25.7","34","13.6"
"경기도교육청","경기도교육청","경기도 여주시","S090000720","세종고등학교","04","공립","N","","6","161","26.8","6","158","26.3","6","170","28.3","3","16","5.3","2","8","4","23","513","22.3","42","12.2"
"경기도교육청","경기도교육청","경기도 여주시","S090000722","여주자영농업고등학교","04","공립","N","","5","132","26.4","5","136","27.2","5","133","26.6","2","15","7.5","0","0","0","17","416","24.5","64","6.5"
"경기도교육청","경기도교육청","경기도 여주시","S090000723","여주제일고등학교","04","사립","N","","6","125","20.8","6","130","21.7","6","131","21.8","1","9","9","0","0","0","19","395","20.8","37","10.7"
"경기도교육청","경기도교육청","경기도 연천군","S090000726","연천고등학교","04","공립","N","","4","42","10.5","4","43","10.8","4","47","11.8","1","2","2","1","3","3","14","137","9.8","26","5.3"
"경기도교육청","경기도교육청","경기도 수원시 영통구","S090000728","영덕고등학교","04","공립","N","","12","319","26.6","12","297","24.8","13","338","26","0","0","0","0","0","0","37","954","25.8","71","13.4"
"경기도교육청","경기도교육청","경기도 성남시 분당구","S090000729","분당영덕여자고등학교","04","사립","N","","10","240","24","10","225","22.5","10","244","24.4","0","0","0","0","0","0","30","709","23.6","59","12"
"경기도교육청","경기도교육청","경기도 수원시 팔달구","S090000730","영복여자고등학교","04","사립","N","","11","278","25.3","11","253","23","12","283","23.6","0","0","0","0","0","0","34","814","23.9","67","12.1"
"경기도교육청","경기도교육청","경기도 포천시","S090000731","영북고등학교","04","공립","N","","3","61","20.3","3","51","17","3","55","18.3","1","3","3","0","0","0","10","170","17","19","8.9"
"경기도교육청","경기도교육청","경기도 수원시 장안구","S090000732","영생고등학교","04","사립","N","","11","290","26.4","11","272","24.7","12","303","25.3","0","0","0","0","0","0","34","865","25.4","65","13.3"
"경기도교육청","경기도교육청","경기도 의정부시","S090000733","동국대학교사범대학부속영석고등학교","04","사립","N","","10","257","25.7","10","239","23.9","10","256","25.6","0","0","0","0","0","0","30","752","25.1","59","12.7"
"경기도교육청","경기도교육청","경기도 수원시 권선구","S090000734","영신여자고등학교","04","사립","N","","11","266","24.2","11","221","20.1","12","265","22.1","0","0","0","0","0","0","34","752","22.1","66","11.4"
"경기도교육청","경기도교육청","경기도 오산시","S090000736","오산고등학교","04","사립","N","","10","292","29.2","10","284","28.4","10","294","29.4","0","0","0","0","0","0","30","870","29","59","14.7"
"경기도교육청","경기도교육청","경기도 오산시","S090000737","오산정보고등학교","04","공립","N","","9","199","22.1","9","204","22.7","9","212","23.6","2","15","7.5","0","0","0","29","630","21.7","59","10.7"
"경기도교육청","경기도교육청","경기도 양평군","S090000739","용문고등학교","04","사립","N","","6","144","24","6","129","21.5","6","154","25.7","1","9","9","0","0","0","19","436","22.9","37","11.8"
"경기도교육청","경기도교육청","경기도 용인시 처인구","S090000740","용인고등학교","04","공립","N","","13","365","28.1","11","320","29.1","13","393","30.2","2","11","5.5","1","3","3","40","1092","27.3","79","13.8"
"경기도교육청","경기도교육청","경기도 용인시 처인구","S090000741","용인바이오고등학교","04","공립","N","","3","40","13.3","3","42","14","3","59","19.7","1","7","7","0","0","0","10","148","14.8","22","6.7"
"경기도교육청","경기도교육청","경기도 용인시 처인구","S090000744","덕영고등학교","04","사립","N","","10","207","20.7","10","199","19.9","10","214","21.4","0","0","0","0","0","0","30","620","20.7","63","9.8"
"경기도교육청","경기도교육청","경기도 군포시","S090000745","용호고등학교","04","공립","N","","13","352","27.1","13","337","25.9","15","384","25.6","2","8","4","0","0","0","43","1081","25.1","85","12.7"
"경기도교육청","경기도교육청","경기도 의왕시","S090000746","우성고등학교","04","사립","N","","11","259","23.5","11","253","23","12","304","25.3","0","0","0","0","0","0","34","816","24","65","12.6"
"경기도교육청","경기도교육청","경기도 안산시 단원구","S090000747","원곡고등학교","04","공립","N","","12","268","22.3","12","254","21.2","14","319","22.8","3","24","8","0","0","0","41","865","21.1","81","10.7"
"경기도교육청","경기도교육청","경기도 부천시 원미구","S090000748","원미고등학교","04","공립","N","","9","232","25.8","9","225","25","9","226","25.1","2","12","6","0","0","0","29","695","24","55","12.6"
"경기도교육청","경기도교육청","경기도 부천시 오정구","S090000749","원종고등학교","04","공립","N","","9","233","25.9","9","218","24.2","9","228","25.3","1","7","7","0","0","0","28","686","24.5","54","12.7"
"경기도교육청","경기도교육청","경기도 수원시 팔달구","S090000750","유신고등학교","04","사립","N","","13","336","25.8","13","297","22.8","13","321","24.7","0","0","0","0","0","0","39","954","24.5","77","12.4"
"경기도교육청","경기도교육청","경기도 파주시","S090000751","율곡고등학교","04","사립","N","","6","137","22.8","6","115","19.2","6","126","21","1","4","4","0","0","0","19","382","20.1","35","10.9"
"경기도교육청","경기도교육청","경기도 이천시","S090000753","율면고등학교","04","공립","N","","1","14","14","1","21","21","1","18","18","0","0","0","0","0","0","3","53","17.7","13","4.1"
"경기도교육청","경기도교육청","경기도 시흥시","S090000754","은행고등학교","04","공립","N","","12","327","27.3","11","277","25.2","12","316","26.3","2","10","5","0","0","0","37","930","25.1","71","13.1"
"경기도교육청","경기도교육청","경기도 평택시","S090000755","은혜고등학교","04","사립","N","","10","270","27","10","223","22.3","10","231","23.1","0","0","0","0","0","0","30","724","24.1","59","12.3"
"경기도교육청","경기도교육청","경기도 의정부시","S090000756","의정부고등학교","04","공립","N","","10","239","23.9","10","229","22.9","11","250","22.7","1","9","9","0","0","0","32","727","22.7","61","11.9"
"경기도교육청","경기도교육청","경기도 의정부시","S090000757","의정부공업고등학교","04","공립","N","","14","246","17.6","12","194","16.2","13","197","15.2","4","23","5.8","0","0","0","43","660","15.3","86","7.7"
"경기도교육청","경기도교육청","경기도 의정부시","S090000758","의정부여자고등학교","04","공립","N","","10","233","23.3","10","214","21.4","11","229","20.8","0","0","0","0","0","0","31","676","21.8","62","10.9"
"경기도교육청","경기도교육청","경기도 성남시 분당구","S090000759","이매고등학교","04","공립","N","","10","263","26.3","10","243","24.3","10","262","26.2","1","1","1","0","0","0","31","769","24.8","59","13"
"경기도교육청","경기도교육청","경기도 이천시","S090000760","이천고등학교","04","공립","N","","10","255","25.5","10","256","25.6","10","256","25.6","1","5","5","0","0","0","31","772","24.9","60","12.9"
"경기도교육청","경기도교육청","경기도 이천시","S090000762","이천제일고등학교","04","공립","N","","14","343","24.5","14","334","23.9","14","337","24.1","3","16","5.3","1","5","5","46","1035","22.5","102","10.1"
"경기도교육청","경기도교육청","경기도 이천시","S090000763","이천양정여자고등학교","04","사립","N","","10","252","25.2","10","248","24.8","10","251","25.1","0","0","0","0","0","0","30","751","25","58","12.9"
"경기도교육청","경기도교육청","경기도 이천시","S090000765","다산고등학교","04","사립","N","","8","195","24.4","8","193","24.1","8","201","25.1","0","0","0","0","0","0","24","589","24.5","49","12"
"경기도교육청","경기도교육청","경기도 여주시","S090000767","이포고등학교","04","공립","N","","2","34","17","2","26","13","2","21","10.5","1","1","1","0","0","0","7","82","11.7","16","5.1"
"경기도교육청","경기도교육청","경기도 구리시","S090000769","인창고등학교","04","공립","N","","8","190","23.8","8","201","25.1","9","225","25","1","6","6","0","0","0","26","622","23.9","50","12.4"
"경기도교육청","경기도교육청","경기도 포천시","S090000770","일동고등학교","04","공립","N","","5","87","17.4","4","56","14","5","72","14.4","1","5","5","0","0","0","15","220","14.7","31","7.1"
"경기도교육청","경기도교육청","경기도 고양시 일산서구","S090000771","일산고등학교","04","공립","N","","10","220","22","10","208","20.8","10","210","21","0","0","0","0","0","0","30","638","21.3","65","9.8"
"경기도교육청","경기도교육청","경기도 고양시 일산서구","S090000772","일산대진고등학교","04","사립","N","","13","320","24.6","13","318","24.5","13","338","26","0","0","0","0","0","0","39","976","25","75","13"
"경기도교육청","경기도교육청","경기도 고양시 일산서구","S090000773","일산동고등학교","04","공립","N","","11","280","25.5","11","274","24.9","12","309","25.8","2","10","5","0","0","0","36","873","24.3","71","12.3"
"경기도교육청","경기도교육청","경기도 고양시 일산서구","S090000775","일산국제컨벤션고등학교","04","공립","N","","10","224","22.4","10","199","19.9","10","198","19.8","1","5","5","0","0","0","31","626","20.2","66","9.5"
"경기도교육청","경기도교육청","경기도 안성시","S090000777","일죽고등학교","04","공립","N","","2","33","16.5","2","26","13","2","41","20.5","0","0","0","0","0","0","6","100","16.7","14","7.1"
"경기도교육청","경기도교육청","경기도 시흥시","S090000778","장곡고등학교","04","공립","N","","9","224","24.9","9","217","24.1","9","218","24.2","2","10","5","0","0","0","29","669","23.1","56","11.9"
"경기도교육청","경기도교육청","경기도 수원시 장안구","S090000779","장안고등학교","04","공립","N","","10","272","27.2","10","245","24.5","10","261","26.1","2","12","6","0","0","0","32","790","24.7","62","12.7"
"경기도교육청","경기도교육청","경기도 이천시","S090000780","부원고등학교","04","사립","N","","5","120","24","5","82","16.4","5","87","17.4","0","0","0","0","0","0","15","289","19.3","31","9.3"
"경기도교육청","경기도교육청","경기도 이천시","S090000781","장호원고등학교","04","공립","N","","5","121","24.2","5","118","23.6","5","120","24","1","5","5","0","0","0","16","364","22.8","34","10.7"
"경기도교육청","경기도교육청","경기도 고양시 일산동구","S090000783","저동고등학교","04","공립","N","","11","284","25.8","11","261","23.7","12","316","26.3","1","9","9","0","0","0","35","870","24.9","68","12.8"
"경기도교육청","경기도교육청","경기도 파주시","S090000784","적성융합고등학교","04","공립","N","","2","22","11","2","11","5.5","2","28","14","1","2","2","0","0","0","7","63","9","16","3.9"
"경기도교육청","경기도교육청","경기도 연천군","S090000786","전곡고등학교","04","공립","N","","10","191","19.1","10","201","20.1","10","194","19.4","2","10","5","0","0","0","32","596","18.6","67","8.9"
"경기도교육청","경기도교육청","경기도 여주시","S090000787","점동고등학교","04","공립","N","","2","49","24.5","2","55","27.5","2","55","27.5","2","8","4","1","2","2","9","169","18.8","18","9.4"
"경기도교육청","경기도교육청","경기도 부천시 소사구","S090000788","정명고등학교","04","사립","N","","10","247","24.7","10","226","22.6","11","260","23.6","0","0","0","0","0","0","31","733","23.6","60","12.2"
"경기도교육청","경기도교육청","경기도 부천시 소사구","S090000790","경기경영고등학교","04","사립","N","","10","200","20","10","183","18.3","11","203","18.5","0","0","0","0","0","0","31","586","18.9","65","9"
"경기도교육청","경기도교육청","경기도 고양시 일산동구","S090000791","정발고등학교","04","공립","N","","11","279","25.4","11","258","23.5","12","309","25.8","2","10","5","0","0","0","36","856","23.8","68","12.6"
"경기도교육청","경기도교육청","경기도 시흥시","S090000792","정왕고등학교","04","공립","N","","12","392","32.7","10","329","32.9","11","345","31.4","0","0","0","0","0","0","33","1066","32.3","63","16.9"
"경기도교육청","경기도교육청","경기도 가평군","S090000796","조종고등학교","04","공립","N","","3","49","16.3","4","46","11.5","4","57","14.3","1","2","2","0","0","0","12","154","12.8","23","6.7"
"경기도교육청","경기도교육청","경기도 고양시 일산서구","S090000797","주엽고등학교","04","공립","N","","11","285","25.9","11","276","25.1","13","347","26.7","2","15","7.5","0","0","0","37","923","24.9","71","13"
"경기도교육청","경기도교육청","경기도 고양시 일산서구","S090000798","경기영상과학고등학교","04","공립","N","","9","200","22.2","9","195","21.7","10","212","21.2","0","0","0","0","0","0","28","607","21.7","61","10"
"경기도교육청","경기도교육청","경기도 안성시","S090000800","죽산고등학교","04","공립","N","","2","24","12","3","23","7.7","4","38","9.5","1","5","5","0","0","0","10","90","9","21","4.3"
"경기도교육청","경기도교육청","경기도 용인시 수지구","S090000801","죽전고등학교","04","공립","N","","12","369","30.8","12","354","29.5","12","354","29.5","0","0","0","0","0","0","36","1077","29.9","71","15.2"
"경기도교육청","경기도교육청","경기도 고양시 일산동구","S090000802","중산고등학교","04","공립","N","","11","286","26","11","262","23.8","12","317","26.4","1","5","5","0","0","0","35","870","24.9","67","13"
"경기도교육청","경기도교육청","경기도 부천시 원미구","S090000803","중원고등학교","04","공립","N","","9","229","25.4","9","224","24.9","9","228","25.3","1","6","6","0","0","0","28","687","24.5","54","12.7"
"경기도교육청","경기도교육청","경기도 부천시 원미구","S090000804","중흥고등학교","04","공립","N","","9","233","25.9","9","197","21.9","9","224","24.9","1","3","3","0","0","0","28","657","23.5","54","12.2"
"경기도교육청","경기도교육청","경기도 양평군","S090000805","지평고등학교","04","공립","N","","2","41","20.5","2","29","14.5","3","44","14.7","1","9","9","0","0","0","8","123","15.4","19","6.5"
"경기도교육청","경기도교육청","경기도 남양주시","S090000806","진건고등학교","04","공립","N","","12","340","28.3","12","321","26.8","12","339","28.3","2","8","4","0","0","0","38","1008","26.5","72","14"
"경기도교육청","경기도교육청","경기도 광명시","S090000807","진성고등학교","04","사립","N","","10","250","25","10","208","20.8","10","195","19.5","0","0","0","0","0","0","30","653","21.8","59","11.1"
"경기도교육청","경기도교육청","경기도 평택시","S090000810","진위고등학교","04","사립","N","","8","185","23.1","7","124","17.7","8","131","16.4","0","0","0","0","0","0","23","440","19.1","46","9.6"
"경기도교육청","경기도교육청","경기도 여주시","S090000811","경기관광고등학교","04","사립","N","","4","71","17.8","4","80","20","4","93","23.3","0","0","0","0","0","0","12","244","20.3","25","9.8"
"경기도교육청","경기도교육청","경기도 수원시 팔달구","S090000812","창현고등학교","04","사립","N","","14","361","25.8","14","331","23.6","14","341","24.4","0","0","0","0","0","0","42","1033","24.6","82","12.6"
"경기도교육청","경기도교육청","경기도 평택시","S090000813","청담고등학교","04","사립","N","","9","208","23.1","9","175","19.4","9","186","20.7","0","0","0","0","0","0","27","569","21.1","54","10.5"
"경기도교육청","경기도교육청","경기도 수원시 영통구","S090000815","청명고등학교","04","공립","N","","12","313","26.1","12","278","23.2","13","309","23.8","2","10","5","0","0","0","39","910","23.3","73","12.5"
"경기도교육청","경기도교육청","경기도 양평군","S090000816","청운고등학교","04","공립","N","","1","21","21","1","17","17","1","18","18","0","0","0","0","0","0","3","56","18.7","15","3.7"
"경기도교육청","경기도교육청","경기도 가평군","S090000817","청평고등학교","04","공립","N","","4","81","20.3","4","69","17.3","4","62","15.5","1","1","1","1","1","1","14","214","15.3","32","6.7"
"경기도교육청","경기도교육청","경기도 남양주시","S090000818","청학고등학교","04","공립","N","","8","201","25.1","8","172","21.5","8","185","23.1","0","0","0","0","0","0","24","558","23.3","48","11.6"
"경기도교육청","경기도교육청","경기도 안산시 단원구","S090000819","초지고등학교","04","공립","N","","10","224","22.4","10","204","20.4","12","263","21.9","1","8","8","0","0","0","33","699","21.2","64","10.9"
"경기도교육청","경기도교육청","경기도 광명시","S090000820","충현고등학교","04","공립","N","","10","263","26.3","10","235","23.5","10","262","26.2","0","0","0","0","0","0","30","760","25.3","64","11.9"
"경기도교육청","경기도교육청","경기도 평택시","S090000821","태광고등학교","04","사립","N","","9","264","29.3","9","221","24.6","10","256","25.6","0","0","0","0","0","0","28","741","26.5","54","13.7"
"경기도교육청","경기도교육청","경기도 용인시 처인구","S090000822","태성고등학교","04","사립","N","","9","252","28","9","226","25.1","9","249","27.7","0","0","0","0","0","0","27","727","26.9","52","14"
"경기도교육청","경기도교육청","경기도 성남시 분당구","S090000823","태원고등학교","04","사립","N","","12","331","27.6","12","299","24.9","12","327","27.3","0","0","0","0","0","0","36","957","26.6","70","13.7"
"경기도교육청","경기도교육청","경기도 수원시 영통구","S090000824","태장고등학교","04","공립","N","","12","324","27","12","289","24.1","13","334","25.7","1","7","7","0","0","0","38","954","25.1","74","12.9"
"경기도교육청","경기도교육청","경기도 구리시","S090000825","토평고등학교","04","공립","N","","8","204","25.5","8","195","24.4","9","223","24.8","2","16","8","0","0","0","27","638","23.6","52","12.3"
"경기도교육청","경기도교육청","경기도 김포시","S090000826","통진고등학교","04","사립","N","","10","293","29.3","10","237","23.7","10","233","23.3","1","9","9","0","0","0","31","772","24.9","61","12.7"
"경기도교육청","경기도교육청","경기도 남양주시","S090000827","퇴계원고등학교","04","공립","N","","12","333","27.8","11","264","24","12","301","25.1","1","10","10","0","0","0","36","908","25.2","73","12.4"
"경기도교육청","경기도교육청","경기도 파주시","S090000829","세경고등학교","04","사립","N","","10","262","26.2","10","258","25.8","10","253","25.3","0","0","0","0","0","0","30","773","25.8","58","13.3"
"경기도교육청","경기도교육청","경기도 파주시","S090000831","파주여자고등학교","04","사립","N","","8","153","19.1","5","67","13.4","6","85","14.2","0","0","0","0","0","0","19","305","16.1","37","8.2"
"경기도교육청","경기도교육청","경기도 파주시","S090000832","파주고등학교","04","사립","N","","5","107","21.4","5","108","21.6","5","95","19","0","0","0","0","0","0","15","310","20.7","28","11.1"
"경기도교육청","경기도교육청","경기도 수원시 영통구","S090000833","수원하이텍고등학교","04","공립","N","","8","144","18","8","146","18.3","8","153","19.1","0","0","0","0","0","0","24","443","18.5","55","8.1"
"경기도교육청","경기도교육청","경기도 안양시 동안구","S090000834","평촌고등학교","04","공립","N","","13","366","28.2","13","326","25.1","13","352","27.1","3","17","5.7","0","0","0","42","1061","25.3","81","13.1"
"경기도교육청","경기도교육청","경기도 안양시 동안구","S090000835","평촌과학기술고등학교","04","공립","N","","7","99","14.1","8","97","12.1","10","179","17.9","1","3","3","0","0","0","26","378","14.5","56","6.8"
"경기도교육청","경기도교육청","경기도 안양시 동안구","S090000836","평촌경영고등학교","04","공립","N","","12","209","17.4","13","256","19.7","13","271","20.8","3","18","6","0","0","0","41","754","18.4","84","9"
"경기도교육청","경기도교육청","경기도 평택시","S090000837","평택고등학교","04","공립","N","","10","296","29.6","10","268","26.8","10","283","28.3","2","15","7.5","0","0","0","32","862","26.9","64","13.5"
"경기도교육청","경기도교육청","경기도 평택시","S090000838","평택마이스터고등학교","04","공립","N","","8","146","18.3","8","154","19.3","8","150","18.8","2","15","7.5","0","0","0","26","465","17.9","62","7.5"
